index	episode	episode_name	segment	type	actor	character	detail	record_date	series	transmission_date
2147	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	Has he had a heart attack?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2148	6	Episode Six	Twentieth-century vole	Dialogue		Second and Third Writers	Er...	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2149	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"If there's one thing I can't stand, it's people who have heart attacks."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2151	6	Episode Six	Twentieth-century vole	Dialogue	Michael Palin	First Writer	I feel fine now.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2152	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Well, what do you think?"	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2153	6	Episode Six	Twentieth-century vole	Dialogue		Writers	"Oh! Eh! You didn't ask me you asked him. He didn't ask me, he asked him. No, him."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2154	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"I've changed my mind. I'm asking you, the one in the middle."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2155	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	The one in the middle?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2156	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Yes, the one in the middle."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2159	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	What the hell are you doing?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2160	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	I'm thinking.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2161	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	Get back in those seats immediately.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2164	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Right you. The one in the middle, what do you think?"	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2166	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	Er... er...	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2167	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	Come on!	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2168	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	Splunge.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2169	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	Did he say splunge?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2170	6	Episode Six	Twentieth-century vole	Dialogue		First and Third Writers	Yes.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2171	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	What does splunge mean?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2172	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	It means ... it's a great-idea-but-possibly-not-and-I'm-not-being-indecisive!	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2173	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	Good. Right . ..	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2175	6	Episode Six	Twentieth-century vole	Dialogue	Eric Idle	Third Writer	Er. Splunge?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2176	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	OK...	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2177	6	Episode Six	Twentieth-century vole	Dialogue	Michael Palin	First Writer	Yeah. Splunge for me too.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2178	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"So all three of you think splunge, huh?"	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2179	6	Episode Six	Twentieth-century vole	Dialogue		Writers	Yes!	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2180	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Well now we're getting somewhere. No, wait. A new angle! In the snow, instead of the tree, I see Rock Hudson, and instead of the dog I see Doris Day and, gentlemen, Doris Day goes up to Rock Hudson and she kisses him. A love story. Intercourse Italian style. David Hemmings as a hippy Gestapo officer. Frontal nudity. A family picture. A comedy. And then when Doris Day's kissed Rock Hudson she says something funny like..."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2182	6	Episode Six	Twentieth-century vole	Dialogue	Eric Idle	Third Writer	Er ... Good evening.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2183	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Doris Day's a comedienne, not a newsreader. Get out!"	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2186	6	Episode Six	Twentieth-century vole	Dialogue	Terry Jones	Second Writer	Splunge?	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2187	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	That's the stupidest idea I ever heard. Get out!	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2190	6	Episode Six	Twentieth-century vole	Dialogue	Michael Palin	First Writer	Er... er... er... I can't take it anymore.	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2192	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"I like that! I like that, I can't take it any more, and then Rock Hudson says 'I'm a very rich film producer and I need a lobotomy' and then Doris Dog says 'I think you're very handsome and I'm going to take all my clothes off' and then Doris Dog turns into a yak and goes to the bathroom on David Lemming. No, wait, wait!"	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2196	6	Episode Six	Twentieth-century vole	Dialogue	Graham Chapman	Larry	"Produced by Irving C. Saltzberg Jnr. of Irving C. Saltzberg Productions Ltd. and Saltzberg Art Films, Oil, Real Estate, Banking and Prostitution Inc."	11/5/1969 0:00	6-Jan	11/23/1969 0:00
2223	7	Episode Seven: You're no fun any more		Dialogue	Michael Palin	It's Man	It's...	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2225	7	Episode Seven: You're no fun any more	Camel spotting				"In the country. Interviewer with microphone. Behind him a man sits on a wall, with clip-board, binoculars and spotting gear."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2226	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Good evening. Tonight we're going to take a hard tough abrasive look at camel spotting. Hello.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2227	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	Hello Peter.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2228	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	"Now tell me, what exactly are you doing?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2229	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Er well, I'm camel spotting. I'm spotting to see if there are any camels that I can spot, and put them down in my camel spotting book."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2230	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Good. And how many camels have you spotted so far?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2231	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Oh, well so far Peter, up to the present moment, I've spotted nearly, ooh, nearly one."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2232	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Nearly one?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2233	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Er, call it none."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2234	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Fine. And er how long have you been here?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2235	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	Three years.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2236	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	"So, in, er, three years you've spotted no camels?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2237	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Yes in only three years. Er, I tell a lie, four, be fair, five. I've been camel spotting for just the seven years. Before that of course I was a Yeti spotter."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2238	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	"A Yeti spotter, that must have been extremely interesting."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2239	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Oh, it was extremely interesting, very, very - quite... it was dull; dull, dull, dull, oh God it was dull. Sitting in the Waterloo waiting room. Course once you've seen one Yeti you've seen them all."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2240	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	And have you seen them all?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2241	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	Well I've seen one. Well a little one... a picture of a... I've heard about them.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2242	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	"Well, now tell me, what do you do when you spot a camel?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2243	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Er, I take its number."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2244	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Camels don't have numbers.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2245	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Ah, well you've got to know where to look. Er, they're on the side of the engine above the piston box."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2246	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	What?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2247	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	Ah - of course you've got to make sure it's not a dromedary. 'Cos if it's a dromedary it goes in the dromedary book.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2248	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Well how do you tell if it's a dromedary?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2249	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	"Ah well, a dromedary has one hump and a camel has a refreshment car, buffet, and ticket collector."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2250	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	"Mr Sopwith, aren't you in fact a train spotter?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2251	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	Eric Idle	Spotter	What?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2252	7	Episode Seven: You're no fun any more	Camel spotting	Dialogue	John Cleese	Interviewer	Don't you in fact spot trains?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2253	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	Eric Idle	Spotter	"Oh, you're no fun anymore."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2254	7	Episode Seven: You're no fun any more	You're no fun any more				ANIMATION:	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2256	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	Donna Reading	Girl	"Oh, you're no fun anymore."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2258	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	Terry Jones	Lasher	".. thirty-nine... forty. All right, cut him down, Mr Fuller."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2259	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	Eric Idle	Lashee	Oh you're no fun anymore.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2261	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	Eric Idle	Spotter	Now if anybody else pinches my phrase I'll throw them under a camel.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2263	7	Episode Seven: You're no fun any more	You're no fun any more	Dialogue	John Cleese	Interviewer	If you can spot one.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2265	7	Episode Seven: You're no fun any more	The audit				Cut to a small board meeting. An accountant stands up an reads...	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2266	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	"Lady Chairman, sir, shareholders, ladies and gentlemen. I have great pleasure in announcing that owing to a cutback on surplus expenditure of twelve million Canadian dollars, plus a refund of seven and a half million Deutschmarks from the Swiss branch, and in addition adding the debenture preference stock of the three and three quarter million to the directors' reserve currency account of seven and a half million, plus an upward expenditure margin of eleven and a half thousand lira, due to a rise in capital investment of ten million pounds, this firm last year made a complete profit of a shilling."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2267	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	A shilling Wilkins?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2268	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	"Er, roughly, yes sir."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2269	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	"Wilkins, I am the Chairman of a multi-million pound corporation and you are a very new chartered Accountant. Isn't it possible there may have been some mistake?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2270	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	"Well that's very kind of you sir, but I don't think I'm ready to be Chairman yet."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2271	7	Episode Seven: You're no fun any more	The audit	Dialogue	John Cleese	Board Member	"Wilkins, Wilkins. This shilling, is it net or gross?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2272	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	It's British sir.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2273	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	"Yes, has tax been paid on it?"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2274	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	"Yes, this is after tax. Owing to the rigorous bite of the income tax five pence of a further sixpence was swallowed up in tax."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2275	7	Episode Seven: You're no fun any more	The audit	Dialogue	John Cleese	Board Member	Five pence of a	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2276	7	Episode Seven: You're no fun any more	The audit	Dialogue		Board Member	further	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2277	7	Episode Seven: You're no fun any more	The audit	Dialogue	John Cleese	Board Member	sixpence?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2279	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	Yes sir.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2280	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	Five pence of a further	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2281	7	Episode Seven: You're no fun any more	The audit	Dialogue		Chairman	sixpence	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2282	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2283	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	That's right sir.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2284	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	Then where is the other penny?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2285	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	... Er.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2286	7	Episode Seven: You're no fun any more	The audit	Dialogue	John Cleese	Board Member	That makes you a penny short Wilkins. Where is it?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2287	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	... Erm.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2288	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	Wilkins?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2290	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	I embezzled it sir.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2291	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	What all of it?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2292	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	Yes all of it.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2293	7	Episode Seven: You're no fun any more	The audit	Dialogue	John Cleese	Board Member	You naughty person.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2294	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	It's my first. Please be gentle with me.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2295	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	I'm afraid it's my unpleasant duty to inform you that you're fired.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2296	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Accountant	"Oh please, please."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2297	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	"No, out!"	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2300	7	Episode Seven: You're no fun any more	The audit	Dialogue	Graham Chapman	Chairman	"Yes, there's no place for sentiment in big business."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2303	7	Episode Seven: You're no fun any more	The audit	Dialogue	Terry Jones	Bishop	Oh you're no fun anymore.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2305	7	Episode Seven: You're no fun any more	The audit	Dialogue	Eric Idle	Spotter	I heard that. Who said that?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2308	7	Episode Seven: You're no fun any more	The audit	Dialogue	Terry Jones	Bishop	No I didn't.	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2309	7	Episode Seven: You're no fun any more	The audit	Dialogue		All	Ooh!	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2310	7	Episode Seven: You're no fun any more	The audit	Dialogue	Eric Idle	Spotter	Right!	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2312	7	Episode Seven: You're no fun any more	The audit	Dialogue	Eric Idle	Voice Over	Here is the address to complain to ...	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2315	7	Episode Seven: You're no fun any more	The audit	Dialogue	Eric Idle	Voice Over	"The Royal Frog Trampling Institute, 16 Rayners Lane, London, W.C. Fields. I'll just repeat that..."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2318	7	Episode Seven: You're no fun any more	The audit	Dialogue	Eric Idle	Voice Over	"Tristram and Isolde Phillips, 7.30 Covent Garden Saturday (near Sunday) and afterwards at the Inigo Jones Fish Emporium."	10/10/1969 0:00	7-Jan	11/30/1969 0:00
2320	7	Episode Seven: You're no fun any more	The audit	Dialogue	Michael Palin	Jewish Figure	And they want to put the licence fee up?	10/10/1969 0:00	7-Jan	11/30/1969 0:00
